Curs Acadèmic,Tipus universitat,Sigles,Tipus Estudi,Branca,Sexe,Integrat S/N,Taxa rendiment,% Abandonament a primer curs
20-21,PÚBLICA,UdG,grau,Arts i humanitats,HOME,Integrat,0.7941800417731123,0.17996689584924871
20-21,PÚBLICA,UdG,grau,Ciències,DONA,Integrat,0.9029814875737675,0.06068915433350863
20-21,PÚBLICA,UdG,grau,Ciències,HOME,Integrat,0.8568597814123077,0.10508890750826239
20-21,PÚBLICA,UdG,grau,Ciències de la salut,DONA,Adscrit,0.838531501945579,0.11336358847603235
20-21,PÚBLICA,UdG,grau,Ciències de la salut,DONA,Integrat,0.9678748928132428,0.0443150442779107
20-21,PÚBLICA,UdG,grau,Ciències de la salut,HOME,Adscrit,0.839257243854152,0.0936946567924828
20-21,PÚBLICA,UdG,grau,Ciències de la salut,HOME,Integrat,0.9496989874090758,0.056763285024154564
20-21,PÚBLICA,UdG,grau,Ciències socials i jurídiques,DONA,Adscrit,0.9352367755582404,0.09403653555439276
20-21,PÚBLICA,UdG,grau,Ciències socials i jurídiques,DONA,Integrat,0.9149968620825734,0.08678798659501841
20-21,PÚBLICA,UdG,grau,Ciències socials i jurídiques,HOME,Adscrit,0.882106725848888,0.184375
20-21,PÚBLICA,UdG,grau,Ciències socials i jurídiques,HOME,Integrat,0.8060894416170397,0.04687493327787901
20-21,PÚBLICA,UdG,grau,Enginyeria i arquitectura,DONA,Integrat,0.739348554561022,0.1084920634920635
20-21,PÚBLICA,UdG,grau,Enginyeria i arquitectura,HOME,Integrat,0.741549508740135,0.14440815439447047
20-21,PÚBLICA,UdG,màster universitari,Arts i humanitats,DONA,Integrat,0.95204594572371,0.0
20-21,PÚBLICA,UdG,màster universitari,Arts i humanitats,HOME,Integrat,0.9432624113475176,0.125
20-21,PÚBLICA,UdG,màster universitari,Ciències,DONA,Integrat,0.9947368421052633,0.0
20-21,PÚBLICA,UdG,màster universitari,Ciències,HOME,Integrat,0.9553094153073218,0.078125
20-21,PÚBLICA,UdG,màster universitari,Ciències de la salut,DONA,Integrat,0.9732149921302257,0.09478021978021985
20-21,PÚBLICA,UdG,màster universitari,Ciències de la salut,HOME,Integrat,0.9707287933094383,0.0
20-21,PÚBLICA,UdG,màster universitari,Ciències socials i jurídiques,DONA,Integrat,0.9560570103419025,0.07980599647266312
20-21,PÚBLICA,UdG,màster universitari,Ciències socials i jurídiques,HOME,Integrat,0.8356626535551822,0.1709952096780742
20-21,PÚBLICA,UdG,màster universitari,Enginyeria i arquitectura,DONA,Integrat,0.8384126984126984,0.03125
20-21,PÚBLICA,UdG,màster universitari,Enginyeria i arquitectura,HOME,Integrat,0.932334163247439,0.07941176470588225
20-21,PÚBLICA,UdL,grau,Arts i humanitats,DONA,Integrat,0.7115921700402233,0.22674242424242422
20-21,PÚBLICA,UdL,grau,Arts i humanitats,HOME,Integrat,0.8133642140618632,0.1303193721671983
20-21,PÚBLICA,UdL,grau,Ciències,DONA,Integrat,0.7778549669340811,0.15934684684684702
20-21,PÚBLICA,UdL,grau,Ciències,HOME,Integrat,0.826718869365928,0.11538461538461545
20-21,PÚBLICA,UdL,grau,Ciències de la salut,DONA,Adscrit,0.928017718715393,0.032258064516129
20-21,PÚBLICA,UdL,grau,Ciències de la salut,DONA,Integrat,0.8897308663663733,0.06145432155379283
20-21,PÚBLICA,UdL,grau,Ciències de la salut,HOME,Adscrit,0.872766481823783,0.0235294117647059
20-21,PÚBLICA,UdL,grau,Ciències de la salut,HOME,Integrat,0.8928158948335313,0.08757816257816264
20-21,PÚBLICA,UdL,grau,Ciències socials i jurídiques,DONA,Adscrit,0.9474339729365184,0.0357142857142857
20-21,PÚBLICA,UdL,grau,Ciències socials i jurídiques,DONA,Integrat,0.831407172500607,0.10642023635388508
20-21,PÚBLICA,UdL,grau,Ciències socials i jurídiques,HOME,Adscrit,0.837544982007197,0.0625
20-21,PÚBLICA,UdL,grau,Ciències socials i jurídiques,HOME,Integrat,0.8317356203167143,0.08589890501655206
20-21,PÚBLICA,UdL,grau,Enginyeria i arquitectura,DONA,Integrat,0.7817991546412274,0.1506687756687756
20-21,PÚBLICA,UdL,grau,Enginyeria i arquitectura,HOME,Integrat,0.7153259019383879,0.15996800214754253
20-21,PÚBLICA,UdL,màster universitari,Arts i humanitats,DONA,Integrat,0.7153186274509805,0.25185185185185166
20-21,PÚBLICA,UdL,màster universitari,Arts i humanitats,HOME,Integrat,0.8026544053398275,0.23888888888888868
20-21,PÚBLICA,UdL,màster universitari,Ciències,DONA,Integrat,0.908362989323843,0.1
20-21,PÚBLICA,UdL,màster universitari,Ciències,HOME,Integrat,0.511111111111111,0.5
20-21,PÚBLICA,UdL,màster universitari,Ciències de la salut,DONA,Integrat,0.9409683180478738,0.08057359307359307
20-21,PÚBLICA,UdL,màster universitari,Ciències de la salut,HOME,Integrat,0.9468790681330511,0.06856060606060613
20-21,PÚBLICA,UdL,màster universitari,Ciències socials i jurídiques,DONA,Adscrit,0.9441812911261243,0.09108187134502928
20-21,PÚBLICA,UdL,màster universitari,Ciències socials i jurídiques,DONA,Integrat,0.7997236382245282,0.08276413968113577
20-21,PÚBLICA,UdL,màster universitari,Ciències socials i jurídiques,HOME,Adscrit,0.8977589388256279,0.14243697478991588
20-21,PÚBLICA,UdL,màster universitari,Ciències socials i jurídiques,HOME,Integrat,0.7529072231965322,0.20317408781694493
20-21,PÚBLICA,UdL,màster universitari,Enginyeria i arquitectura,DONA,Integrat,0.7886104722143191,0.25
20-21,PÚBLICA,UdL,màster universitari,Enginyeria i arquitectura,HOME,Integrat,0.9110851809813051,0.19981203007518808
21-22,PRIVADA,UAO,grau,Arts i humanitats,DONA,Integrat,0.823076923076923,0.176470588235294
21-22,PRIVADA,UAO,grau,Arts i humanitats,HOME,Integrat,0.760526315789474,0.28
21-22,PRIVADA,UAO,grau,Ciències de la salut,DONA,Integrat,0.912272849342046,0.0679611650485437
21-22,PRIVADA,UAO,grau,Ciències de la salut,HOME,Integrat,0.849138681050983,0.0303030303030303
21-22,PRIVADA,UAO,grau,Ciències socials i jurídiques,DONA,Integrat,0.8806009436424584,0.06994851889095477
21-22,PRIVADA,UAO,grau,Ciències socials i jurídiques,HOME,Integrat,0.8795957261593081,0.09904802744425381
21-22,PRIVADA,UAO,màster universitari,Ciències de la salut,DONA,Integrat,0.646917534027222,0.0
21-22,PRIVADA,UAO,màster universitari,Ciències de la salut,HOME,Integrat,0.722222222222222,0.0
21-22,PRIVADA,UAO,màster universitari,Ciències socials i jurídiques,DONA,Integrat,0.9313003960571025,0.28641080694220783
21-22,PRIVADA,UAO,màster universitari,Ciències socials i jurídiques,HOME,Integrat,0.8939058062739084,0.28619194591416813
21-22,PRIVADA,UIC,grau,Arts i humanitats,DONA,Integrat,0.904,0.0
21-22,PRIVADA,UIC,grau,Arts i humanitats,HOME,Integrat,0.847953216374269,0.0
21-22,PRIVADA,UIC,grau,Ciències de la salut,DONA,Integrat,0.9381503334441171,0.05047906602254423
21-22,PRIVADA,UIC,grau,Ciències de la salut,HOME,Integrat,0.8997273418750957,0.1245493846643929
21-22,PRIVADA,UIC,grau,Ciències socials i jurídiques,DONA,Integrat,0.9508508907988958,0.05138427464008859
21-22,PRIVADA,UIC,grau,Ciències socials i jurídiques,HOME,Integrat,0.9160543085321974,0.07105402187369396
21-22,PRIVADA,UIC,grau,Enginyeria i arquitectura,DONA,Integrat,0.898381323723251,0.1
21-22,PRIVADA,UIC,grau,Enginyeria i arquitectura,HOME,Integrat,0.900430330443523,0.0833333333333335
21-22,PRIVADA,UIC,màster universitari,Ciències de la salut,DONA,Integrat,0.9610519662082084,0.023004370830457786
21-22,PRIVADA,UIC,màster universitari,Ciències de la salut,HOME,Integrat,0.8659699572639435,0.15306122448979592
21-22,PRIVADA,UIC,màster universitari,Ciències socials i jurídiques,DONA,Integrat,0.9978222011097128,0.1378891738252874
21-22,PRIVADA,UIC,màster universitari,Ciències socials i jurídiques,HOME,Integrat,0.9764376304357486,0.16031447417316988
21-22,PRIVADA,UIC,màster universitari,Enginyeria i arquitectura,DONA,Integrat,1.0,0.0
21-22,PRIVADA,UIC,màster universitari,Enginyeria i arquitectura,HOME,Integrat,1.0,0.0
21-22,PRIVADA,URL,grau,Arts i humanitats,DONA,Adscrit,0.796946815495732,0.309859154929577
21-22,PRIVADA,URL,grau,Arts i humanitats,DONA,Integrat,0.8779346012742395,0.04359616186900294
21-22,PRIVADA,URL,grau,Arts i humanitats,HOME,Adscrit,0.807588805166846,0.222222222222222
21-22,PRIVADA,URL,grau,Arts i humanitats,HOME,Integrat,0.8418142928368783,0.14512471655328799
21-22,PRIVADA,URL,grau,Ciències,DONA,Integrat,0.9118860687630674,0.0
21-22,PRIVADA,URL,grau,Ciències,HOME,Integrat,0.845598485473925,0.032258064516129
21-22,PRIVADA,URL,grau,Ciències de la salut,DONA,Integrat,0.9123699890619362,0.03910140317427642
21-22,PRIVADA,URL,grau,Ciències de la salut,HOME,Integrat,0.8444026083516187,0.04632499455400508
21-22,PRIVADA,URL,grau,Ciències socials i jurídiques,DONA,Integrat,0.9390953934606983,0.05706515986294204
21-22,PRIVADA,URL,grau,Ciències socials i jurídiques,HOME,Integrat,0.9005971058352633,0.0486765951505647
21-22,PRIVADA,URL,grau,Enginyeria i arquitectura,DONA,Integrat,0.8219115216215259,0.027237419790611287
21-22,PRIVADA,URL,grau,Enginyeria i arquitectura,HOME,Integrat,0.6508874512181791,0.07643229096645243
21-22,PRIVADA,URL,màster universitari,Arts i humanitats,HOME,Integrat,1.0,0.0
21-22,PRIVADA,URL,màster universitari,Ciències,DONA,Integrat,0.977569091629734,0.0
21-22,PRIVADA,URL,màster universitari,Ciències,HOME,Integrat,0.9587313895781637,0.0
21-22,PRIVADA,URL,màster universitari,Ciències de la salut,DONA,Integrat,0.9773197635302145,0.0
21-22,PRIVADA,URL,màster universitari,Ciències de la salut,HOME,Integrat,0.9709872994575783,0.030158730158730104
21-22,PRIVADA,URL,màster universitari,Ciències socials i jurídiques,DONA,Integrat,0.9462942305910904,0.06620817410843449
21-22,PRIVADA,URL,màster universitari,Ciències socials i jurídiques,HOME,Integrat,0.9463783636468257,0.08654004776011082
21-22,PRIVADA,URL,màster universitari,Enginyeria i arquitectura,DONA,Integrat,0.9069066443776965,0.0444444444444444
21-22,PRIVADA,URL,màster universitari,Enginyeria i arquitectura,HOME,Integrat,0.866089338610785,0.0668013784461152
21-22,PRIVADA,UVIC-UCC,grau,Arts i humanitats,DONA,Adscrit,0.934323075410481,0.0340136054421769
21-22,PRIVADA,UVIC-UCC,grau,Arts i humanitats,DONA,Integrat,0.8851006191213631,0.18677655677655663
21-22,PRIVADA,UVIC-UCC,grau,Arts i humanitats,HOME,Adscrit,0.87732342007435,0.0384615384615385
21-22,PRIVADA,UVIC-UCC,grau,Arts i humanitats,HOME,Integrat,0.8791169905819585,0.1828525641025645
21-22,PRIVADA,UVIC-UCC,grau,Ciències,DONA,Integrat,0.794789512282297,0.1213235294117645
21-22,PRIVADA,UVIC-UCC,grau,Ciències,HOME,Integrat,0.8244910003698133,0.0625
21-22,PRIVADA,UVIC-UCC,grau,Ciències de la salut,DONA,Integrat,0.9005157317658525,0.12712061448272644
21-22,PRIVADA,UVIC-UCC,grau,Ciències de la salut,HOME,Integrat,0.8082224063105864,0.22171247052071297
21-22,PRIVADA,UVIC-UCC,grau,Ciències socials i jurídiques,DONA,Adscrit,0.9249400735647217,0.038412518021749574
21-22,PRIVADA,UVIC-UCC,grau,Ciències socials i jurídiques,DONA,Integrat,0.94017381988934,0.03595284643671741
21-22,PRIVADA,UVIC-UCC,grau,Ciències socials i jurídiques,HOME,Adscrit,0.8861750551074318,0.04791666666666668
21-22,PRIVADA,UVIC-UCC,grau,Ciències socials i jurídiques,HOME,Integrat,0.8594523255671335,0.10263486326910794
21-22,PRIVADA,UVIC-UCC,grau,Enginyeria i arquitectura,DONA,Integrat,0.877787535567138,0.08333333333333325
21-22,PRIVADA,UVIC-UCC,grau,Enginyeria i arquitectura,HOME,Integrat,0.8175387210707419,0.05990783410138252
21-22,PRIVADA,UVIC-UCC,màster universitari,Arts i humanitats,DONA,Adscrit,0.95,0.0
21-22,PRIVADA,UVIC-UCC,màster universitari,Arts i humanitats,DONA,Integrat,0.7618134263295555,0.0476190476190476
21-22,PRIVADA,UVIC-UCC,màster universitari,Arts i humanitats,HOME,Adscrit,0.92,0.2
21-22,PRIVADA,UVIC-UCC,màster universitari,Ciències,DONA,Integrat,0.752631578947368,0.235294117647059
21-22,PRIVADA,UVIC-UCC,màster universitari,Ciències,HOME,Integrat,0.674418604651163,0.166666666666667
21-22,PRIVADA,UVIC-UCC,màster universitari,Ciències de la salut,DONA,Integrat,0.9893406857692575,0.008928571428571425
21-22,PRIVADA,UVIC-UCC,màster universitari,Ciències de la salut,HOME,Integrat,0.968177003313505,0.019230769230769225
21-22,PRIVADA,UVIC-UCC,màster universitari,Ciències socials i jurídiques,DONA,Adscrit,1.0,0.0
21-22,PRIVADA,UVIC-UCC,màster universitari,Ciències socials i jurídiques,DONA,Integrat,0.982562736255351,0.0452445652173913
21-22,PRIVADA,UVIC-UCC,màster universitari,Ciències socials i jurídiques,HOME,Adscrit,1.0,0.0
21-22,PRIVADA,UVIC-UCC,màster universitari,Ciències socials i jurídiques,HOME,Integrat,0.5933591924731326,0.054154995331465956
21-22,PÚBLICA,UAB,grau,Arts i humanitats,DONA,Adscrit,0.891201136098241,0.158459595959596
21-22,PÚBLICA,UAB,grau,Arts i humanitats,DONA,Integrat,0.8040185287428724,0.1324027136655423
21-22,PÚBLICA,UAB,grau,Arts i humanitats,HOME,Adscrit,0.8923324441176955,0.07063492063492065
21-22,PÚBLICA,UAB,grau,Arts i humanitats,HOME,Integrat,0.7424764574315784,0.14357121649935972
21-22,PÚBLICA,UAB,grau,Ciències,DONA,Integrat,0.8671818678370622,0.09212632888434351
21-22,PÚBLICA,UAB,grau,Ciències,HOME,Integrat,0.8481190757801148,0.09661660587018737
21-22,PÚBLICA,UAB,grau,Ciències de la salut,DONA,Adscrit,0.9083382429751208,0.07180128154428268
21-22,PÚBLICA,UAB,grau,Ciències de la salut,DONA,Integrat,0.9018753643804444,0.05442296140862507
21-22,PÚBLICA,UAB,grau,Ciències de la salut,HOME,Adscrit,0.8487582174463434,0.1473884702550818
21-22,PÚBLICA,UAB,grau,Ciències de la salut,HOME,Integrat,0.8811231231563409,0.0654494050495335
21-22,PÚBLICA,UAB,grau,Ciències socials i jurídiques,DONA,Adscrit,0.9201539060564956,0.1111359570661895
21-22,PÚBLICA,UAB,grau,Ciències socials i jurídiques,DONA,Integrat,0.8974733078011077,0.05949324617397832
21-22,PÚBLICA,UAB,grau,Ciències socials i jurídiques,HOME,Adscrit,0.8316032391018674,0.08895091086871904
21-22,PÚBLICA,UAB,grau,Ciències socials i jurídiques,HOME,Integrat,0.8656174489185694,0.07652198226549958
21-22,PÚBLICA,UAB,grau,Enginyeria i arquitectura,DONA,Adscrit,0.8346074605369226,0.08843537414965985
21-22,PÚBLICA,UAB,grau,Enginyeria i arquitectura,DONA,Integrat,0.8163343724503864,0.03842940685045943
21-22,PÚBLICA,UAB,grau,Enginyeria i arquitectura,HOME,Adscrit,0.7654133550831121,0.11919839358262987
21-22,PÚBLICA,UAB,grau,Enginyeria i arquitectura,HOME,Integrat,0.7807604053437545,0.07053773410182466
21-22,PÚBLICA,UAB,màster universitari,Arts i humanitats,DONA,Adscrit,0.9456024831813813,0.08333333333333333
21-22,PÚBLICA,UAB,màster universitari,Arts i humanitats,DONA,Integrat,0.9219908914965956,0.06813096749014295
21-22,PÚBLICA,UAB,màster universitari,Arts i humanitats,HOME,Adscrit,0.9899999999999999,0.2333333333333333
21-22,PÚBLICA,UAB,màster universitari,Arts i humanitats,HOME,Integrat,0.8990740015011763,0.08071793934965289
21-22,PÚBLICA,UAB,màster universitari,Ciències,DONA,Integrat,0.9731593947383684,0.017771701982228306
21-22,PÚBLICA,UAB,màster universitari,Ciències,HOME,Integrat,0.9659030804156921,0.02195871761089151
21-22,PÚBLICA,UAB,màster universitari,Ciències de la salut,DONA,Adscrit,0.9925096525096526,0.009009009009009016
21-22,PÚBLICA,UAB,màster universitari,Ciències de la salut,DONA,Integrat,0.9569553707583748,0.05157163742690061
21-22,PÚBLICA,UAB,màster universitari,Ciències de la salut,HOME,Adscrit,0.9754278897340706,0.022727272727272665
21-22,PÚBLICA,UAB,màster universitari,Ciències de la salut,HOME,Integrat,0.9318189592502399,0.1057359307359307
21-22,PÚBLICA,UAB,màster universitari,Ciències socials i jurídiques,DONA,Adscrit,0.8351230466771804,0.07095238095238096
21-22,PÚBLICA,UAB,màster universitari,Ciències socials i jurídiques,DONA,Integrat,0.944809330200788,0.06702105784365615
21-22,PÚBLICA,UAB,màster universitari,Ciències socials i jurídiques,HOME,Adscrit,0.82933245064695,0.06037784679089027
21-22,PÚBLICA,UAB,màster universitari,Ciències socials i jurídiques,HOME,Integrat,0.9181850448412634,0.10580106568104888
21-22,PÚBLICA,UAB,màster universitari,Enginyeria i arquitectura,DONA,Integrat,0.965049019607843,0.1
21-22,PÚBLICA,UAB,màster universitari,Enginyeria i arquitectura,HOME,Integrat,0.8995038587081845,0.07970862470862468
21-22,PÚBLICA,UB,grau,Arts i humanitats,DONA,Adscrit,0.7577156357946336,0.07211538461538466
21-22,PÚBLICA,UB,grau,Arts i humanitats,DONA,Integrat,0.8031275957562982,0.1645934022444783
21-22,PÚBLICA,UB,grau,Arts i humanitats,HOME,Adscrit,0.7825664363497837,0.07773642861362164
21-22,PÚBLICA,UB,grau,Arts i humanitats,HOME,Integrat,0.7532455093972918,0.24007449232201955
21-22,PÚBLICA,UB,grau,Ciències,DONA,Integrat,0.8681401197507674,0.05635394964933837
21-22,PÚBLICA,UB,grau,Ciències,HOME,Integrat,0.8615529661028174,0.08083279438936966
21-22,PÚBLICA,UB,grau,Ciències de la salut,DONA,Adscrit,0.9376145922411181,0.04666666666666665
21-22,PÚBLICA,UB,grau,Ciències de la salut,DONA,Integrat,0.909818908776094,0.06357149581731499
21-22,PÚBLICA,UB,grau,Ciències de la salut,HOME,Adscrit,0.910943578540135,0.09846153846153845
21-22,PÚBLICA,UB,grau,Ciències de la salut,HOME,Integrat,0.8829661322542087,0.03841362989169117
21-22,PÚBLICA,UB,grau,Ciències socials i jurídiques,DONA,Adscrit,0.890505189459231,0.13390981172145777
21-22,PÚBLICA,UB,grau,Ciències socials i jurídiques,DONA,Integrat,0.8687566288862444,0.07503063103300502
21-22,PÚBLICA,UB,grau,Ciències socials i jurídiques,HOME,Adscrit,0.8723275149704065,0.0690821256038647
21-22,PÚBLICA,UB,grau,Ciències socials i jurídiques,HOME,Integrat,0.8217307606767061,0.11428500005641502
21-22,PÚBLICA,UB,grau,Enginyeria i arquitectura,DONA,Adscrit,0.747663551401869,0.0
21-22,PÚBLICA,UB,grau,Enginyeria i arquitectura,DONA,Integrat,0.8189735295911293,0.05833333333333333
21-22,PÚBLICA,UB,grau,Enginyeria i arquitectura,HOME,Adscrit,0.783444198078344,0.125
21-22,PÚBLICA,UB,grau,Enginyeria i arquitectura,HOME,Integrat,0.7981872742904517,0.09535877559133378
21-22,PÚBLICA,UB,màster universitari,Arts i humanitats,DONA,Adscrit,0.7460827185334228,0.0
21-22,PÚBLICA,UB,màster universitari,Arts i humanitats,DONA,Integrat,0.8431032545101462,0.1156550257607459
21-22,PÚBLICA,UB,màster universitari,Arts i humanitats,HOME,Adscrit,0.7788504063639756,0.0833333333333333
21-22,PÚBLICA,UB,màster universitari,Arts i humanitats,HOME,Integrat,0.8431861584702227,0.11386666666666664
21-22,PÚBLICA,UB,màster universitari,Ciències,DONA,Integrat,0.9550073375280076,0.04220026871504704
21-22,PÚBLICA,UB,màster universitari,Ciències,HOME,Integrat,0.9646198682436797,0.04658564649636078
21-22,PÚBLICA,UB,màster universitari,Ciències de la salut,DONA,Adscrit,0.9278746852276263,0.0303030303030303
21-22,PÚBLICA,UB,màster universitari,Ciències de la salut,DONA,Integrat,0.9231641962172469,0.04344449013686259
21-22,PÚBLICA,UB,màster universitari,Ciències de la salut,HOME,Adscrit,0.92849107361213,0.027419354838709664
21-22,PÚBLICA,UB,màster universitari,Ciències de la salut,HOME,Integrat,0.8721482827702304,0.13085257610429232
21-22,PÚBLICA,UB,màster universitari,Ciències socials i jurídiques,DONA,Adscrit,0.8363453040268937,0.20563600934444923
21-22,PÚBLICA,UB,màster universitari,Ciències socials i jurídiques,DONA,Integrat,0.9150177218378522,0.07354358374462304
21-22,PÚBLICA,UB,màster universitari,Ciències socials i jurídiques,HOME,Adscrit,0.845491296672854,0.2908163265306123
21-22,PÚBLICA,UB,màster universitari,Ciències socials i jurídiques,HOME,Integrat,0.9094668551644003,0.0957723001935244
21-22,PÚBLICA,UB,màster universitari,Enginyeria i arquitectura,DONA,Integrat,0.9673690066895945,0.0
21-22,PÚBLICA,UB,màster universitari,Enginyeria i arquitectura,HOME,Integrat,0.9460793364441845,0.08004926108374393
21-22,PÚBLICA,UPC,grau,Arts i humanitats,DONA,Adscrit,0.954151177199504,0.0689655172413793
21-22,PÚBLICA,UPC,grau,Arts i humanitats,HOME,Adscrit,0.896825396825397,0.0
21-22,PÚBLICA,UPC,grau,Ciències,DONA,Integrat,0.9410831218867891,0.0357142857142857
21-22,PÚBLICA,UPC,grau,Ciències,HOME,Integrat,0.927327097269669,0.15625
21-22,PÚBLICA,UPC,grau,Ciències de la salut,DONA,Integrat,0.836377316194301,0.205479452054795
21-22,PÚBLICA,UPC,grau,Ciències de la salut,HOME,Integrat,0.8475010674294006,0.0588235294117647
21-22,PÚBLICA,UPC,grau,Ciències socials i jurídiques,DONA,Adscrit,0.8992026233317617,0.08721091811414389
21-22,PÚBLICA,UPC,grau,Ciències socials i jurídiques,HOME,Adscrit,0.8673257032850505,0.09465780251494538
21-22,PÚBLICA,UPC,grau,Enginyeria i arquitectura,DONA,Adscrit,0.908388842110195,0.25472334682861014
21-22,PÚBLICA,UPC,grau,Enginyeria i arquitectura,DONA,Integrat,0.7875666937705038,0.12218603330231692
21-22,PÚBLICA,UPC,grau,Enginyeria i arquitectura,HOME,Adscrit,0.9045967840823247,0.10227874933757268
21-22,PÚBLICA,UPC,grau,Enginyeria i arquitectura,HOME,Integrat,0.8119519233878308,0.11824611173198966
21-22,PÚBLICA,UPC,màster universitari,Ciències,DONA,Integrat,0.9584770481758534,0.041830065359477135
21-22,PÚBLICA,UPC,màster universitari,Ciències,HOME,Integrat,0.9347221440463629,0.12278244631185824
21-22,PÚBLICA,UPC,màster universitari,Ciències de la salut,DONA,Integrat,0.974299065420561,0.0454545454545455
21-22,PÚBLICA,UPC,màster universitari,Ciències de la salut,HOME,Integrat,0.966666666666667,0.125
21-22,PÚBLICA,UPC,màster universitari,Ciències socials i jurídiques,DONA,Adscrit,0.9727934688270345,0.05075580365054048
21-22,PÚBLICA,UPC,màster universitari,Ciències socials i jurídiques,DONA,Integrat,0.967701473816243,0.0377358490566038
21-22,PÚBLICA,UPC,màster universitari,Ciències socials i jurídiques,HOME,Adscrit,0.9743998246890136,0.03763959272591714
21-22,PÚBLICA,UPC,màster universitari,Ciències socials i jurídiques,HOME,Integrat,0.924954379562044,0.0428571428571429
21-22,PÚBLICA,UPC,màster universitari,Enginyeria i arquitectura,DONA,Integrat,0.8906151385276811,0.1441286685653597
21-22,PÚBLICA,UPC,màster universitari,Enginyeria i arquitectura,HOME,Integrat,0.9082167529383882,0.1270192995535368
21-22,PÚBLICA,UPF,grau,Arts i humanitats,DONA,Integrat,0.8700710926199055,0.1306963258834915
21-22,PÚBLICA,UPF,grau,Arts i humanitats,HOME,Integrat,0.8375831324327317,0.20026619343389526
21-22,PÚBLICA,UPF,grau,Ciències de la salut,DONA,Adscrit,0.9132510829934227,0.04897826832918112
21-22,PÚBLICA,UPF,grau,Ciències de la salut,DONA,Integrat,0.8746309323233034,0.0921052631578949
21-22,PÚBLICA,UPF,grau,Ciències de la salut,HOME,Adscrit,0.9149639248227777,0.055509259259259265
21-22,PÚBLICA,UPF,grau,Ciències de la salut,HOME,Integrat,0.9496647818857099,0.0
21-22,PÚBLICA,UPF,grau,Ciències socials i jurídiques,DONA,Adscrit,0.8934045262564118,0.04492338560691341
21-22,PÚBLICA,UPF,grau,Ciències socials i jurídiques,DONA,Integrat,0.9338527043722236,0.042121658741084714
21-22,PÚBLICA,UPF,grau,Ciències socials i jurídiques,HOME,Adscrit,0.8403778995744964,0.11526384391164096
21-22,PÚBLICA,UPF,grau,Ciències socials i jurídiques,HOME,Integrat,0.9231528062261228,0.049079561219810164
21-22,PÚBLICA,UPF,grau,Enginyeria i arquitectura,DONA,Adscrit,0.8998322822366486,0.0285714285714286
21-22,PÚBLICA,UPF,grau,Enginyeria i arquitectura,DONA,Integrat,0.8085492838105575,0.1689440993788819
21-22,PÚBLICA,UPF,grau,Enginyeria i arquitectura,HOME,Adscrit,0.8580415079455366,0.06307977736549167
21-22,PÚBLICA,UPF,grau,Enginyeria i arquitectura,HOME,Integrat,0.7990835249947211,0.116671332586786
21-22,PÚBLICA,UPF,màster universitari,Arts i humanitats,DONA,Integrat,0.9221131736070897,0.026007326007325953
21-22,PÚBLICA,UPF,màster universitari,Arts i humanitats,HOME,Integrat,0.9187377749526785,0.08888888888888886
21-22,PÚBLICA,UPF,màster universitari,Ciències,DONA,Adscrit,1.0,0.0
21-22,PÚBLICA,UPF,màster universitari,Ciències,DONA,Integrat,1.0,0.0
21-22,PÚBLICA,UPF,màster universitari,Ciències,HOME,Adscrit,1.0,0.0
21-22,PÚBLICA,UPF,màster universitari,Ciències,HOME,Integrat,0.93127147766323,0.0666666666666667
21-22,PÚBLICA,UPF,màster universitari,Ciències de la salut,DONA,Adscrit,0.8656539756539757,0.16455026455026447
21-22,PÚBLICA,UPF,màster universitari,Ciències de la salut,DONA,Integrat,0.9895560131525114,0.013942307692307698
21-22,PÚBLICA,UPF,màster universitari,Ciències de la salut,HOME,Adscrit,0.8589527027027025,0.0833333333333335
21-22,PÚBLICA,UPF,màster universitari,Ciències de la salut,HOME,Integrat,0.9927248986555371,0.0
21-22,PÚBLICA,UPF,màster universitari,Ciències socials i jurídiques,DONA,Adscrit,0.9338948420407895,0.01430282877969656
21-22,PÚBLICA,UPF,màster universitari,Ciències socials i jurídiques,DONA,Integrat,0.8369023083045717,0.08911913366855224
21-22,PÚBLICA,UPF,màster universitari,Ciències socials i jurídiques,HOME,Adscrit,0.9243755863469645,0.04759338645507512
21-22,PÚBLICA,UPF,màster universitari,Ciències socials i jurídiques,HOME,Integrat,0.839611847127334,0.16312821329543742
21-22,PÚBLICA,UPF,màster universitari,Enginyeria i arquitectura,DONA,Integrat,0.9151626858187012,0.03125
21-22,PÚBLICA,UPF,màster universitari,Enginyeria i arquitectura,HOME,Integrat,0.865358867267547,0.08888888888888874
21-22,PÚBLICA,URV,grau,Arts i humanitats,DONA,Integrat,0.7732812581619168,0.20207214737369017
21-22,PÚBLICA,URV,grau,Arts i humanitats,HOME,Integrat,0.6722726314859261,0.14380096276648
21-22,PÚBLICA,URV,grau,Ciències,DONA,Integrat,0.8356089912949992,0.07547211242863427
21-22,PÚBLICA,URV,grau,Ciències,HOME,Integrat,0.8052858215048356,0.08513931888544898
21-22,PÚBLICA,URV,grau,Ciències de la salut,DONA,Adscrit,0.785540810618726,0.010416666666666666
21-22,PÚBLICA,URV,grau,Ciències de la salut,DONA,Integrat,0.8120289818364281,0.08874634137792045
21-22,PÚBLICA,URV,grau,Ciències de la salut,HOME,Adscrit,0.7516941212446686,0.07533931446974919
21-22,PÚBLICA,URV,grau,Ciències de la salut,HOME,Integrat,0.8683076547147454,0.08490319204604921
